"region","2016, I квартал","2016, II квартал","2016, III квартал","2016, IV квартал","2017, I квартал","2017, II квартал","2017, III квартал","2017, IV квартал","2018, I квартал","2018, II квартал","2018, III квартал","2018, IV квартал","2019, I квартал","2019, II квартал","2019, III квартал","2019, IV квартал","2020, I квартал","2020, II квартал","2020, III квартал","2020, IV квартал","2021, I квартал","2021, II квартал","2021, III квартал","2021, IV квартал","2022, I квартал","2022, II квартал","2022, III квартал","2022, IV квартал","2023, I квартал","2023, II квартал","2023, III квартал","2023, IV квартал","2024, I квартал"
"г. Севастополь","711.2","3560.8","6912.2","18547","3515.3","17230.1","22428.9","49511.8","3851.2","8900.5","26146.8","42794","2950.7","8467.1","16764.1","42762.5","1976.4","6845","13994.9","27821.8","4744.8","15086","23237.4","40545.9","14124.6","24796.4","39025.6","104715.9","6982.2","15085.1","26302","54029.7","6453.1"
"Северо-Кавказский федеральный округ","39610.1","113482.8","223024.9","486002.2","43189.3","132987.5","252603.6","496091.5","46671.6","135194.6","262878.2","544556.8","51063.8","168532.6","314821.5","629674","49069.5","154112.7","323807.9","705596.5","84826.5","218621.9","398397.1","732911.3","73903","219883.5","419858.1","866268.3","94160.6","298539","555190.8","1012661.2","124495.7"
"Республика Дагестан","14235.7","44556.2","93618","199555.7","16111.8","55641.9","101916.6","187346.6","12555.3","37068","75331.8","200007.5","13543.7","53027.1","106972.5","229489.3","8756.1","39949.8","100421.7","273438.1","17486.8","55289.2","120864.7","257188.3","14810.5","46547.1","108509.2","302274.8","21574.6","88318.1","157514.7","350615.3","39970.4"
"Республика Ингушетия","1729.4","4866","12006.1","20631.8","1483.8","7143.6","12040.3","21197.7","491.9","8518.8","12006.8","22359","1811.9","7078.4","12296.6","24158.3","694.8","4576.9","9456.8","20353.8","1962.3","7072.8","12398.9","21571.7","1331.7","6130.6","13506.1","21737.2","1837.7","5578.3","14098.4","23226","1579.6"
"Кабардино-Балкарская Республика","1718.5","5342.6","10004.6","36235.4","1709.5","4709.7","10675.3","34827.1","1702.6","5178.9","12131.3","35471.7","1817.7","6298.7","13992.4","42287.1","2547.5","8818.2","17256.6","49060.3","2380.9","7288.5","15694.6","48578.8","3289.3","10279.2","21028.3","58672.5","4282.4","13679.8","25122","68338.9","6467.4"
"Карачаево-Черкесская Республика","1256.5","3520.8","7932.9","20554.8","2650.1","6856.5","11546.7","21032.3","4126.7","9069.7","14307.5","22686.3","2549.7","8649.8","13415.5","23828","2203.8","6475","11564.2","22732.3","4527.6","9605","17496.1","32340.8","4512.7","12685.2","20005","35413","2898.7","9871.2","17509","28913.5","3519.1"
"Республика Северная Осетия - Алания","3102","8809.9","14246.4","25533.1","1906.7","7817.6","14327.6","27238.7","3583.7","10028.2","18673","31434.7","2677.3","7184.6","14538.5","33887.2","2836.6","6826.6","13559.6","31172.1","2828.9","10136.1","18016.4","35785.5","3852.2","8137.2","14369.9","43161.6","4717.5","13836.1","22335.1","43499.2","4803.9"
"Чеченская Республика","2874.8","7656.9","20124.2","60542.7","2379.9","6239.3","20261.7","64387.2","6025.4","17468.6","40334.1","74367.8","6841.7","28585.8","50185.1","79776.6","6168","19198.1","40371.5","76462.8","9404.6","28630.1","56929.2","83282.3","11119.8","38446.3","89007.1","118560.3","17342.2","54528.9","113936.3","163377.9","20581.4"
"Ставропольский край","14693.3","38730.5","65092.6","122948.8","16947.5","44578.8","81835.3","140061.9","18185.9","47862.5","90093.7","158229.9","21821.8","57708.2","103420.8","196247.5","25862.7","68268.2","131177.5","232377.1","46235.4","100600.2","156997.2","254163.9","34986.9","97657.9","153432.5","286449","41507.6","112726.6","204675.3","334690.4","47573.9"
"Приволжский федеральный округ","336823.9","850078.4","1466259.1","2438081","327443.4","817199.5","1417031.7","2428835.9","351785.6","889383.8","1489816.7","2491205","369418.6","913903.3","1624887.9","2718576.7","410658.8","974672.7","1673936.5","2828826.5","434997.1","1053569","1848246.7","3118403.3","566410.4","1306420.6","2256124.4","3806429.2","634093.4","1553610.6","2815628.1","4830157.2","837075.6"
"Республика Башкортостан","43953.2","117158.7","206216.1","355109.3","35536.4","85776.7","150929.5","278591.6","36706.3","88148.7","154059.2","267929.1","41538.4","108742.9","194183.7","337710.8","59399.5","142406.6","237217.4","380766.2","49018.3","135222.9","245936.7","422571.6","70656.6","161575","281067.7","519533.6","72582.2","186481.3","325282.9","620014.4","104932.4"
"Республика Марий Эл","4578.5","12079.8","19958.3","27265.5","3628.4","8482.3","14297.4","24029.2","4270.9","10254.6","17587.1","27321","3630.1","8855.2","15730.3","27500.5","4042.6","11731","20891.7","35784.1","5814.8","13389.4","22302.9","38255.6","6883.5","15381.7","26981.6","42491.3","7003.6","16906.4","31807.8","52228.5","9674.1"
"Республика Мордовия","6577.5","16139.2","33426.9","52629.2","7192.6","18829.5","31168.1","58535.2","7114.1","16320.6","25840.9","52309.5","6262.6","16027.9","25209.5","53072.6","5832.1","16367.5","27232.2","47033.1","5483.8","15385","28586.6","50775.5","6584.1","18375.7","34237.5","59855.8","10726.4","26390.5","44666.3","74093.8","12994.3"
"Республика Татарстан","86676","219066","374672.6","636494.1","83570","217321.7","376431.1","637611.7","86342.1","222651.2","380136.8","629731","95504","218625","371615.6","640837.1","90634.3","210210.6","374798.8","615593.4","103043.4","245175.8","437390.8","689232.4","123479.9","298544.3","538315.8","888648.8","155626.3","385810.5","767656.2","1180447.9","234079.7"
"Удмуртская Республика","14953.5","33265.3","54237.1","87128.7","10714.3","31891.8","51562.6","83705.6","13577","32972.8","55374.9","96978.9","14915.1","37023.2","64631.9","105780.5","18792.2","41800.7","74687.1","120463.1","19487.6","46117.8","75603.7","125354.3","22517.3","52540.3","88048.3","144341.4","24377.7","55509.9","97052.2","166321.9","31110.8"
"Чувашская Республика","6477.6","19366.4","30797.1","50139.9","8694.8","20369.1","32113.6","52365.5","7844.3","19695.4","36061.2","56433.7","8307.9","19625","39250.1","65416.8","7876","18600.9","32509.6","55858.4","8686.6","19928.1","37429.1","63872.1","11764.7","32229.3","56154.1","98862.8","14494.9","40366.2","70273.8","123375.5","15226.7"
"Пермский край","38768.7","87980.1","152073.8","239389.9","37594.3","83329.1","140019.3","245139.6","39465.3","92816.6","150065.6","243613","46539.2","102726.8","180481.4","283775.7","45050.1","103896.8","176258.6","281563.2","42808.2","97011.5","185091.7","307972.9","57661.5","138024.5","228186.9","378356.6","62010.2","170379.4","301162.2","481410","81675.4"
"Кировская область","8704.6","21157.4","35819.4","57001.1","8071","19213.3","36796.5","57860.7","8036.4","21028.3","36313.2","59508.3","8386.4","24488.2","49127.9","72234.2","11617.8","25554.1","43022.7","67878.9","11313.7","26966.5","48248.8","77176.5","13568.1","33739.4","56581.4","90409.6","15110.9","40091.6","68892.1","106235.8","22374.2"
"Нижегородская область","26923","72620.3","122135.1","232010.4","33601.7","84372.2","143727.1","245268","37612","97272.3","155635.7","259392.9","36906.5","95071.2","181875.4","295252.2","37828.9","96426.7","173197.1","370871.7","47676.9","123037.2","202626.8","384491.1","82768.3","167874.7","279167.6","467617.4","97822.6","209407.3","360519.6","686929.8","94058.1"
"Оренбургская область","23087","54512.9","101536.6","167278.5","27184.8","64661","118862.4","184877.2","33202.7","78785.2","133647.6","208105.1","33061.5","79878.9","142009.6","212039.4","38601.9","83219.2","136916","201333.4","34426.1","80369.3","128625.6","201912.5","40564.9","85502.8","143279","241654.7","42200.3","99873","173573","293410.4","54600.6"
"Пензенская область","9018.2","23458.9","44023.9","64945.5","8862.2","22407.6","39771.7","72050.1","11428.3","33596.8","55643.3","87106","11341.5","32684","53043.4","89372.6","12676.7","34229.8","61284.7","94531.5","13412.6","34070","59035.1","97902.3","16801.7","35611.1","57802","105671","14335.3","38584.2","69269","121807.8","17195"
"Самарская область","38293.9","90791.4","158599.3","256776","38187.4","91042.9","157403","259544.3","38254.1","92542.7","159052.2","264988.7","39650.8","95566.1","164499.7","293732","40142.1","102874.4","176056.5","308525.4","64070.3","140169.7","240219.1","386809.1","68327.3","165082.5","290682.1","453920.3","70658.4","168514.7","291408.4","516568.1","90452"
"Саратовская область","20175.1","50018.7","86155.1","141337.3","15677.7","45726.5","81146.4","145163.6","18893.4","56680.3","90595.5","154864.1","15401.4","46204.3","99217.6","162120.3","20550.6","55469.9","96236.9","167077.9","18939.3","48999","87398.9","173755.2","25236.3","59232.4","110122.1","208564.7","31877.9","80417.4","156141.4","286539.6","44895.9"
"Ульяновская область","8637.1","32463.2","46607.7","70575.6","8927.8","23775.8","42803","84093.7","9038.7","26618.5","39803.4","82923.7","7973.2","28384.5","44011.9","79731.8","17614","31884.5","43627.2","81546.1","10815.5","27726.9","49751.1","98322.3","19596.2","42707","65498.2","106501.1","15266.7","34878","57923.2","120773.7","23806.5"
"Уральский федеральный округ","472102.2","1060692.9","1958511.5","2688039.3","492321.7","1143505.9","1910159.6","2833094.1","492719.2","1090547.6","1980414.6","2966662.6","529176.2","1231587.4","1987747.2","2967330.4","630280.8","1355709.5","2128004.6","3081488.2","590138.9","1321262.9","2109802.8","3233499.7","794178.6","1678566.5","2721210.7","4097980.4","805855","1789385.9","2994446.7","4594204.8","995382.8"
"Курганская область","2969.4","10204.9","17473.7","29253.8","2056.6","5849.9","12088.3","22851.2","2990.4","8199.5","14199.8","27150.7","4970.7","14461.1","23512","40743.3","7849.9","17904.9","30120.7","44231.5","5335.3","13018.6","28746.1","47180.2","5886.2","17386.2","35974.7","56058.8","6959.6","19119.2","41243.3","71226.9","13193.3"
