"region","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022"
"Республика Ингушетия","2139.6","2375.3","4876.9","4104.2","4350.9","5539.9","6439","9245.3","12709.1","14528.5","15690.5","17699.2","20589.3","20349.7","24471.6","24409.2","28661.3","23000.6","24820","26715","35791","39571.2","48579.1"
"Кабардино-Балкарская Республика","3460.4","4896","5941.4","5483.9","6395","8627.7","11088.7","15001.4","18937.8","22532.4","22488.2","24869.9","24589.2","26654.2","28100.3","29549.7","31224.3","29390.4","35996.6","41206.6","55722.6","57219.1","70859.1"
"Карачаево-Черкесская Республика","1244.6","1975.5","3590.9","3373.5","4425.2","5233.3","6248.3","8508.9","10625.4","12330.7","13803.6","15072.9","20865.1","20691.3","18602.5","22557.5","21233.8","24039.2","26504.9","30340.9","34587.6","38918.9","44779.7"
"Республика Северная Осетия - Алания","2598.8","4512.4","5802.5","6318.3","8266.2","9831.9","11416.8","14217.6","20202","17103.8","17787.4","19860.6","22601","24351","25276.2","24852.1","26275.8","27733.9","32997.3","38510.1","48855","51424.7","61596.5"
"Чеченская Республика","5.5","3109.9","7555.5","9115.6","25038","16753.3","31625.1","63565.5","64684","65259.4","64832.8","78917.1","78303.4","65736","69688.7","73682.2","72071.7","77477.4","80806.5","97634.9","127102.6","138140.4","149892.9"
"Ставропольский край","7586.6","10945.5","18067.3","19283.8","22724.8","28998.2","35720.4","47466.6","62675.5","65431.6","74299.3","83133.1","84901.7","91948.5","93964.3","93128.5","100163.9","113885.4","127085","138820.9","162121","184895","210747.9"
"Республика Башкортостан","42768.1","35472.3","37500.3","50265.3","48586.1","60323.5","83566.2","92579.6","116538.2","114095.7","119726.3","135357.7","145155.5","154027.5","165740.9","177799.7","195174","201001.2","239885.6","239425.1","261542.8","290224.4","329549.8"
"Республика Марий Эл","1971.7","3208.6","4614.3","5625.3","7051.4","8188","10463.8","13127.9","16018","17100.7","19156.4","21560.7","22704.2","24952.9","26196.8","27378.7","27269","30692.8","30821.6","36792.5","47346.3","55162.1","59114"
"Республика Мордовия","4536.1","6457","8533","12217.6","21467.8","19406","14339.4","20478.2","24897.3","28438.9","30858.8","33849.3","40863.4","36616","39876.3","38064","42063","39853.4","41149.4","46741.3","57433.4","66107.3","84528.7"
"Республика Татарстан","59164.8","56385.2","55253","56886.8","75004.4","87257.9","88326.7","106132.5","139269","140637","176158.5","191505.4","210724.7","208335.2","216806.7","242485.6","261982.2","287664.1","324919.3","337044.3","341216.8","410942.2","517310.9"
"Удмуртская Республика","9297.8","11912.2","13942.7","15330.7","17694.1","21505.4","25330.5","34451.6","42758.5","41325.6","42511","53045.5","57547.8","60990.8","63927.5","66931.8","73564.3","78505.8","85440.6","94416.3","97610","117721.3","121358.1"
"Чувашская Республика","3998.6","6294.4","9003.8","11237.2","12641.3","15001","19171.7","28244.8","33898.3","33717.7","33193.4","37264.9","40116","43079.2","44382.2","44363.7","48793.9","51497.2","57790.5","66684.9","76614.1","85336.7","94209.1"
"Пермский край","21183","25716.8","26996.8","31822.6","42015.7","49701.9","59912.2","78661.3","110095.3","94754.3","96533","108394.5","116644.4","119770.2","121602.2","126934.2","133107.4","145353.1","157250.5","183945.2","189436.3","249383.8","256930.6"
"Кировская область","5011.1","7440.6","9867.7","12130","14321.9","17269.3","21644","29596.8","36077.5","38790.9","46303.5","47928.4","47739.2","50525.2","53375.3","54608.9","54841.7","58268.9","64349.1","72111.4","82180.1","98046.3","109060.2"
"Нижегородская область","11674.8","19150.1","23991","26320.6","34151.3","40637.4","58522.3","79410.8","106921.3","97391","110336.4","124995.2","130196.7","139318.2","149325.3","152928.5","164959.9","175161.4","195412.9","214459.9","250380.4","288163.7","331518.8"
"Оренбургская область","11432.5","12007.6","15294.5","17779.9","23052.9","29394.7","35797.5","49905.3","66098","64427.6","68380.1","77665.1","79986.9","78650.8","90088.8","92141","90903","91871.3","108900.7","118742.1","131218.2","161941.8","168069.2"
"Пензенская область","3518.4","5757.8","8557.9","10230.7","12454.4","14200.8","19758","27879.6","33706.1","36635.6","41415.9","47671","49327.9","49319.4","51047.2","48652.9","55321.2","56326.2","64808.8","67584.4","81380.6","88691.4","96868.7"
"Самарская область","18555.8","27238.7","30460.3","32578.7","42820.2","55591.4","67692.3","82217.3","109884","100869.8","119428.1","131547","147500.8","154319.6","160080","160370.2","173301.8","181960.1","198965.5","213837.1","248778.3","306133.6","339418.1"
"Саратовская область","8041.2","11802.1","16342.3","20928.8","22333.6","26759.1","32904.1","42816.7","61592","66219.9","66395.6","75708.7","79177.7","79631.1","82709.6","86999.3","93142.7","99722.3","110567.1","121262","146440.8","168373.6","189226.9"
"Ульяновская область","3664.5","5936.2","8197.3","8696.6","11385.9","14017.7","20418.4","27924.5","33854.7","35935.3","36123.4","39858","41874.5","41503.9","43186.1","45641.2","55717.1","58438.8","65613.2","69374.1","81131.2","92648.3","100612.9"
"Курганская область","3269.5","4794.2","6938","8441.7","9373.4","11334.8","13442.6","19031.6","23848.5","26610","30142.4","32396.8","33582.1","33611.7","33789","34003.5","37895.1","39783.4","45596.7","54445.6","60214.1","67892.5","76372.2"
"Свердловская область","22482.9","28713.5","35446.8","40579.9","53211","67585","97862.3","128353.3","156924.5","139547.4","161263.9","184087.4","203597.2","206271.7","210703","222097.8","242877.6","262834.9","302088.3","313423.5","349047.1","427621.3","450919.5"
"Тюменская область","13853.6","18112.8","23565.7","26613.7","49671.5","134745.7","159321.8","116758.7","162576.4","125986","145566.6","184712.3","178210.3","127514.1","160225.2","151490.9","142508.1","158955.1","228084","241192.4","192132.3","274276","267981.9"
"Челябинская область","16115.5","19198","24544.6","33140.3","43933.6","46249.3","66867.9","87362.4","105480.3","88251.6","109408.8","119398.9","130364.1","132100.6","142491.4","153519","163000.7","177969.5","206323.1","215264.2","239619.9","320817.2","300892.3"
"Ханты-Мансийский авт. округ - Югра","94519.2","84804.5","82499.8","96918.2","143810.3","142732","121069.2","142483.1","180992.4","152434.2","167413.7","204480.5","208097.8","193853.3","246446.9","275321.1","245790","229127.9","324663.1","318634.7","324547","336818.4","367971"
"Ямало-Ненецкий авт. округ","29564.2","35437.7","43140.5","49766.7","53801.7","58886.8","64617.5","70970.6","88967.2","88833.4","106812.7","136859.1","142424.7","138996.3","161682.5","137650.2","155155.8","184358.4","235177.8","257244.3","226720.8","285091.3","392944.3"
"Республика Алтай","924.2","2490.9","3685.6","4448.9","5067.3","5799.1","7343.1","8990.4","9893.7","13455.2","13316.8","15114.6","13956.7","15757.5","19965","16957.7","17087.5","17578.4","20762.9","25097.8","29542.6","31772.9","35730"
"Республика Тыва","1606.4","3185.3","4533.3","5235.4","5822.7","6867.9","7539.8","10022.9","12997.1","15311.9","15246.6","16706.6","21225.6","20974.3","22633.7","21158.3","24475.7","24965.4","29803.8","33703.6","48260.5","53498.2","60363.7"
"Республика Хакасия","2253.9","2963.3","4405.4","5452.9","6428.6","7292","8906.4","12056.3","15065","17330.3","18347.9","21221.6","22845.3","22350.8","26254.5","28298.9","26500.2","29184.4","40787","37092.8","43196.3","54124.2","65147.6"
"Алтайский край","8699.7","12880.5","17024.4","20455.9","24099.8","29397.8","35889.8","47086.7","59901.3","65513.4","72375.8","81204","82275","87556.6","94549.7","95509.1","99464.7","102067.1","119763.2","126456.6","154273.1","173339.3","185847.8"
"Красноярский край","29972.3","33724.9","40525.4","48926.6","68216.9","67536.8","99688.6","139598.6","157729.1","155429.7","178352.6","188773.6","176562.7","175944.5","191297.6","211416.9","223619.8","245524","277015.2","327846.2","337705.5","464957","444973.7"
"Иркутская область","15780.7","19748.3","24095","28895.5","33611.4","43957.2","53014.5","69490.3","83232.6","88586.6","98500.7","113112","124250.9","120305.3","124895.9","129088.9","153145","164435.2","193634.3","227142.1","241412.7","291266.8","319483"
"Кемеровская область","15556.6","18519.8","25554.8","30364.2","46850.3","57207.8","63416.4","84258.5","118324.2","100371.8","113379.2","128335.8","120925.7","113720.5","127260.7","132303.2","135618.4","166917.9","203676.9","194173.4","201174.1","278034.8","359279.6"
"Новосибирская область","9538.4","16577","21318.1","26331.1","30269.7","40637","51639.2","72435.3","91531.6","87021.4","100301.9","112628.9","129040.9","130244.9","132190.9","131858.2","145944.3","156083.1","181192.8","196645.3","232151.9","280434.2","322556.2"
"Омская область","7214.6","11369.7","14710.8","20059.8","33389","41487.6","41607.3","51215","55776","53936.1","58097.8","67352.3","75802.9","78900.3","82884.9","79029.2","83585","87782.7","102470.6","111954.6","132540.5","146601","159801.2"
"Томская область","6859","7767.7","10981.1","13599","15884.4","20163.6","25896.2","29412","37543.9","39356","42975.9","52433.7","52579.7","53684.4","58718.6","61402.2","67157.7","65123.1","74231.2","79919.3","88212.2","99721.8","109970.3"
"Республика Бурятия","4288.4","7480.2","10988","12611.2","14297.8","15557.6","21333.2","28167","34563.6","40589.6","39198.1","44754.3","47272.4","52001.5","50409.6","52843.5","51535.3","56642.3","64778.4","80090","94718.4","105771.9","125867.4"
"Республика Саха (Якутия)","24973.2","35610.9","35791.7","39903.9","42888.3","51754","56028","65343.8","79624.6","92687.7","104985.5","126138.3","140187.5","153845","172332.9","186473.2","196187.2","203265.8","248328.7","249010.3","275173.8","358298.6","350976"
"Забайкальский край","4754.5","8288.3","12799.3","17193.5","18704.7","18784.6","39267.4","28640.9","38330.7","40806.9","43739.9","46358.5","47619.1","52399.3","49472.2","53187.7","55572.1","58800.3","70790.9","89703.7","96624.5","113925.1","124141.2"
"Камчатский край","4806.8","5930","8585.9","10823.5","11556.1","14834.5","21668.1","30799.6","29490.3","38529","44641.9","54836.3","53706.5","58543.6","62399.8","65195.2","72039.3","75773.4","87791.5","92765.9","105740","115358.7","120750.7"
"Приморский край","9629.9","15608","20598.4","25091","28757","33564.7","42168.2","51171.3","65704.2","95290.2","95485.6","103540.6","98550","96657.9","102598","107973.9","112869.7","123776.2","142373","162901.1","173978.8","199109.2","228664.7"
"Хабаровский край","10832.5","17992.4","20507.5","25136.5","28850.7","33013.1","38941.4","53845.2","62969.8","62794.7","74918.5","81523.3","91249.2","106710.2","98449.4","90924.6","101794.6","109972.6","122245","132728.9","150747.8","165526.8","186719"
"Амурская область","4376.8","8113","10000.7","12928.2","15266.5","18372.2","20778.5","28129.3","35664.4","40216.4","45414.9","50527.7","51997.9","75717.2","53778.3","52149.1","57803.7","58098.9","65283.3","83459.2","105151.2","118629.5","121944.9"
"Магаданская область","3611.9","5122.8","6646.3","7550.7","7585.1","9024.4","10294.9","11837","16336.3","19234.7","20969.3","22636.9","26351.6","27591.2","26831.5","27327.1","32919.6","35065.8","37789.3","43496.6","53118.6","57680.6","53906"
"Сахалинская область","6075","7180.4","9252.3","12157.4","14410.4","17191.1","24252.7","37418.5","60400.1","61255","54277","54674.4","78058.9","95182.5","155477.8","223363.6","156012.4","130111","156810","205332.3","184002.8","187448.1","282990.6"
"Еврейская авт. область","1017.5","1861.3","2398.9","2678.7","3115.1","3341.4","4646.4","6372.9","7563.3","8655","9499.5","8396.4","9760.4","13986.6","11387.2","10320.8","11352.2","10624","11677.7","14999.7","21032.4","24315.3","23586.9"
"Чукотский авт. округ","2035","4245.8","7538.1","8547.1","16877.5","13150.4","9585.3","14946.8","15749.8","21916.6","13570.1","19937.3","16816.5","18327.3","21385.4","28053.5","32964","30156","36268.5","56648.9","54335.4","53866.4","53306.9"
