"region","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022"
"Уральский федеральный округ","250731","330983.9","383377.8","445953.9","534467.2","593370","801479.2","1113150.8","1482552","1337857","1490849","1838272","2037624","2167821","2368498","2357901","2688039.2","2833094","2966662.5","2967330.2","3081488.2","3233499.8","4071293.2"
"Курганская область","2522","3210.4","4107.9","5879.3","6059.2","8628","13916.4","19042.5","33437","35021","25573","29862","36213","33207","32762","27842","29253.8","22851.2","27150.7","40743.3","44231.5","47180.2","54666.6"
"Свердловская область","25895","30218.9","40885.9","53700.2","75901.3","91019","133475.9","187314","242634","200368","264462","333451","351637","352916","371631","349964","328402.5","320111.1","378662","392686.7","416956.4","420242.8","541660.1"
"Тюменская область","200065","267293.4","304978.5","349711.6","393502.6","420875","564886.7","775868","1025474","957021","1049693","1298360","1456957","1566734","1736244","1762857","2132093.8","2291141","2305856.8","2233019.8","2298102","2439445.5","3101823.5"
"Ханты-Мансийский авт. округ - Югра","107173","153710.3","157281.7","163212","192204.6","223318","306570","381342","482584","472195","507172","636976","671089","718871","733867","766070","799253.2","920187.4","930721.1","986456.3","1006037.2","1056855.9","1329382.2"
"Ямало-Ненецкий авт. округ","82458","99733.7","130487","165419.6","164647.2","141234","170737.8","287954.1","399611","344336","387696","477145","581010","603194","754187","779406","1093081.8","1069619.5","1021502.3","943833","991793.9","1147020","1414673.9"
"Тюменская область без авт. округов","","","","","","","","","","","","","","244668","248191","217381","239758.7","301334","353633.3","302730.6","300270.9","235569.6","357767.4"
"Челябинская область","22250","30261.2","33405.5","36662.7","59004.2","72848","89200.3","130926.1","181006","145446","151121","176598","192816","214964","227861","217238","198289.2","198990.8","254993.2","300880.5","322198.3","326631","373143.1"
"Сибирский федеральный округ","88359","120603.4","136759.1","172045.5","231336.5","319097","445372.8","657436.6","874506","768943","902079","1126888","1350694","1339540","1378170","1270629","1326172","1413000.1","1573256.2","1798324.6","1903636.8","2282833.8","2823189.8"
"Республика Алтай","615","1129.8","1289.8","1186.5","2149","2914","4080.3","5966.7","7591","7169","9522","14590","10742","11853","13893","12185","12561.3","12450.2","14783.4","21027.5","14904","14703.8","31140"
"Республика Тыва","282","581.6","652.2","828","990.7","1293","1974.7","2395.9","3756","5188","7236","8119","11678","13939","17795","12944","10640.1","9988.4","13092.1","18914.7","19303.9","14612.4","17314.1"
"Республика Хакасия","1812","2645.7","2749","4080.2","6283.6","10328","19516.1","17419.7","13312","12837","22109","35184","38131","32116","39585","29940","27237","23842.7","34275.4","32661","34675.9","49918.5","48196.3"
"Алтайский край","6731","8419.8","10212.5","13365.1","15306.2","21344","29284.8","42643.2","55965","45026","54580","70308","83853","94586","99680","78538","75284.8","87844","107151.4","112771.3","121960.6","124875.8","145864.7"
"Красноярский край","25457","33757.8","31759.1","37199.3","49089.2","71388","92587.4","120833.2","204171","247789","266910","308588","381657","376903","363956","396865","425931.7","420886.4","421780","436406.7","480202.7","592070.6","747818.4"
"Иркутская область","10814","15233.8","17313","22122.6","26013.9","36675","70671.5","121877.8","129951","106550","119395","145537","177641","200063","214422","206075","247954.2","270018.6","318786.9","366723.8","389990.1","516288.8","833682.4"
"Кемеровская область","17380","20427.1","23697.5","28547.8","56524.9","80315","91032.3","115680.7","152887","110074","156519","214780","267812","217711","230951","170470","165665.6","215236.7","248665.3","288407.4","275044.6","340021.7","365621.2"
"Новосибирская область","10805","14150.8","17455.5","22401.8","28901.6","36829","51176","89473.9","133410","100448","115015","140097","162170","183998","193171","164440","163058.5","175608.7","197113.6","247429.3","265705.9","331104.6","322427.9"
"Омская область","5160","8624.6","13332.7","18931.6","23436.8","38611","47039.2","69505.5","87509","59184","73196","88788","108706","105638","95360","94220","93453.3","98658.7","121385","172266.7","200449.9","191473.5","191359.6"
"Томская область","9304","15632.4","18297.8","23382.6","22640.7","19401","38010.6","71640","85954","74679","77598","100897","108304","102732","109357","104953","104385.4","98465.7","96223","101716.4","101399.2","107764","119765.3"
"Дальневосточный федеральный округ","63877","100256","127128.8","157291","240806","303299","369173.3","488362.8","655795","751761","866093","1152904","1080133","941887","916798","1017589","1119923.6","1288173.1","1443596.9","1660711","1668429.4","2025562.2","2512407.8"
"Республика Бурятия","3477","5746.7","6444.3","10115.7","8402.5","9606","15927.8","19457.2","23605","23379","33569","40743","41184","41986","36740","36220","33445.2","42213.8","48526.9","72830.6","65157.4","72843.4","106118.8"
"Республика Саха (Якутия)","15809","21849.9","25922","30448.2","34387.3","48978","56618.8","119824.5","156954","192648","130493","190409","205206","193947","181172","198032","275576","386790","403573.7","420943.8","259086.5","414796.8","616285.2"
"Забайкальский край","6810","8765.9","6905.1","11452.6","15660","17402","22420.7","32056.8","47445","42271","44825","51656","67596","57461","69505","76282","85702.4","96324.5","90011.5","96182.4","126880","163401.1","182104.7"
"Камчатский край","3546","3398.3","3924.9","6806.8","5475.8","7060","8336.9","13019.2","16520","24385","32615","33860","36138","32708","25128","22850","37298.2","39007.1","40301.3","46742.6","58395.1","78471.3","90934.7"
"Приморский край","7332","9922.1","13451.7","15270.9","18614","28499","34233.5","46988.1","76970","149813","208209","307618","203189","123061","134301","139208","130499.7","130934.5","144523.3","182119.2","229460.5","253355.6","327859.7"
"Хабаровский край","11605","14875.8","20095.1","25116","34591.9","39166","47281.4","64543.8","83675","96974","156439","180508","179907","150078","128692","114008","120091.1","121185","143706","178207.8","243359.3","246365.7","264734.9"
"Амурская область","4051","14163.8","13631.9","18216.9","22032","23742","28650.9","45683.2","66056","65625","83892","118297","113084","102003","76376","102214","129816.1","192469.4","251184.5","340966.5","360433.8","412200.8","464063.6"
"Магаданская область","2138","2552.4","3508.1","3378.8","4272.8","5126","7109.3","9899.6","13471","15178","16809","19061","27571","37879","40722","60666","41798.2","43891.7","57640.1","41237.3","47192.7","75193.4","89647.2"
"Сахалинская область","8067","16797.5","27390.4","26338.7","85557.4","110850","137528.8","122756.2","152387","118446","135014","176021","164028","175632","205489","241464","240010.8","211815.1","229594.8","238383.7","230493.9","241353.9","269276.1"
"Еврейская авт. область","340","440.4","841.8","1417.3","3197.9","5461","6059.4","8540.7","10426","8039","18811","25430","24946","14327","10288","12012","12929.4","11041.9","17153.7","15885.6","16494.5","16827.4","20116.3"
"Чукотский авт. округ","701","1743.1","5013.2","8729.2","8614.4","7409","5005.7","5593.5","8286","15001","5419","9302","17284","12804","8386","14633","12756.6","12500.1","17381.2","27211.4","31475.7","50752.8","81266.6"
