"region","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022"
"Ямало-Ненецкий авт. округ","21265.7","47986.1","58760.4","78349.1","76176.3","61704.6","63740.5","105093.9","174684","175915","179857.3","156558.9","165026.2","141827.6","151154.8","138303.3","177220.5","157482.2","424490","389750.3","574861.6","673927.6","593712.3"
"Тюменская область без авт. округов","5726.6","9008.7","9613.6","12392.7","22818.1","38716.9","54451.3","69073.6","90440","66378.2","69690.7","79716.2","102740.1","135564.4","147050.9","134369","159836","181349.2","235766.8","218746.5","174200.7","164108","192125.2"
"Челябинская область","11380.4","14373.4","13237.9","17453.8","20574.6","27456.8","31972.3","51106.6","79301.5","49132.1","54668.6","65785.9","70891.7","78704.3","79898.1","126398.8","122698.6","106438","109672.5","109931.1","141116.6","167146.7","206053.6"
"Сибирский федеральный округ","46866.8","55797.9","60180.3","77962.1","99379.1","153980.5","198330.8","290595.1","369179.2","313321.7","377852.1","469761.1","552385.4","567272.2","573930.2","733398.4","737558.7","741738.9","746459.4","862644.6","887046","1137098.6","1406908.8"
"Республика Алтай","300","657.8","760.4","842.1","1529.9","1881.4","2818.7","3766","5227.9","5453.7","8320.7","10481.6","7137.1","7196.6","8013.4","6798.2","7524.6","6412.8","9491.4","11877.9","10132.2","8871.9","15567.3"
"Республика Тыва","152.4","447.4","548.5","633.3","634.3","634.3","652.6","949.6","1027.4","2018","2225.9","2463.2","2511.5","4192.6","5405","4783.4","4922.8","6549.6","6391.9","11062.2","12104.3","8976.6","7559.5"
"Республика Хакасия","1380.7","1663.8","1593.9","2224","2823.6","6682.4","8014.2","6350.5","6531.9","6040.7","7602","10027.3","12852.4","14884.1","12306.8","14770.1","15056.5","14544.8","15348","17967.7","19812.1","21377.8","27248.5"
"Алтайский край","4765","3135.4","3621.4","5408.8","6565","10743","14789.4","22000.5","26020.6","16573.1","20881.3","27396.5","29863.8","34108.6","34630.7","52207.4","45834","56493.5","54195.6","58395.2","67043","79113","79389.9"
"Красноярский край","12370.8","15896.5","15673.9","18637.8","19124.7","24634.7","31508.1","47268.3","65046.1","78632.3","87265.2","107462.7","133576.1","135541.6","133530.5","185744.2","201674.6","177181","165170.9","157227.2","176762.5","226482.9","363269.5"
"Иркутская область","6511.9","8400.4","7577.2","10193.8","14917.2","20544.4","28107.2","45445.2","50022.9","47795.8","55017.7","63825.4","89331.9","94617","89312.6","98839.4","131836","130347.8","113826.4","158311.4","164413.5","280899","303306.8"
"Кемеровская область","8281.2","9871.2","10878.1","13373","19320.4","35251.7","42033.2","58041.9","79178.1","62134.2","69863","102265.8","114065.1","111660.2","121652","111619.6","95732.5","117662.3","130050.6","156019.2","130829.3","160187","186842.9"
"Новосибирская область","7166.4","6210.2","7113.2","10100.9","11805.8","15750.1","21311.7","36380.6","47942.8","31045.4","52873.9","56372.7","66337.9","69909.2","68539.2","142304.2","114883.5","117545.6","132879.4","137383.1","149076.9","170450","212892.6"
"Омская область","2549.1","3553.4","5372.8","8023","11946.3","21401.9","26013.3","38353.1","52220.5","33726.8","42953.7","50613.5","58037.2","60713.2","61925.8","63374.4","62668.4","64752","74079.1","99500.4","98666.3","111892.8","141415.5"
"Томская область","3389.3","5961.8","7040.9","8525.4","10711.9","16456.6","23082.4","32039.4","35961","29901.7","30848.7","38852.4","38672.4","34449.1","38614.2","52957.5","57425.8","50249.4","45026.1","54900.2","58205.9","68847.4","69416"
"Дальневосточный федеральный округ","31857","53791.5","59870","83849.8","103442.7","155066.6","190468.3","244043.4","285745.4","315744","373372.1","441553.8","427691.9","391119.8","371625.6","434607.6","480747","546663.1","601734.1","831580","831736.1","895177.4","1058881.8"
"Республика Бурятия","2036.3","3555.3","3423.8","5203.8","4654.1","5038.8","7102.9","9038.9","12284","14707.6","15947.9","19990.1","21104","20306.7","20276.2","20703","23580.3","31505.1","27559.8","27770.8","29194.8","29376.2","62049.5"
"Республика Саха (Якутия)","7706.5","11906.6","12632.9","14824.2","17004.3","21159.7","26743.5","40255.2","51463.1","68387.5","48965.8","58585.1","70534.3","65690.5","70018.9","91467.4","115985.6","151127.4","165442.3","197693.6","114877.7","138603.3","203571.5"
"Забайкальский край","2715.6","4537.7","4165.6","6269.5","5876.6","7144.8","9957.3","17603.4","25206.4","23323.4","17618.3","20437.2","22997.8","24968.3","24379.5","25560.9","28749.9","30516.9","29595","31565.4","44526.9","47596.4","63405.4"
"Камчатский край","1508.5","1980.7","2174.8","2670.1","3164.4","4054.6","4802.2","6259.3","9597.9","15692.6","16825.9","17183.8","16615.1","17985.5","16435.3","17306.4","22988.8","23113.7","23437.4","23868.2","24033.1","32727.4","40189.6"
"Приморский край","4507.3","5652.2","7150","9393.3","11462.8","14058.7","18455.7","24254.8","34759.4","63740","96166.1","123825.9","86178.2","62685.6","54269.7","62960.2","66936.6","72270.2","71887.3","96895","116789.7","123638.5","145469.4"
"Хабаровский край","5459.1","8669","9553.2","12593.9","18213","23505.7","27677","31726.2","38977.4","41116.8","70828.1","67149.5","69609.8","61327.8","56177.2","59323","59775.1","58097.5","70824.3","85794.6","101782.8","122096.3","122320.5"
"Амурская область","2050.4","10080","9001.4","11129.6","10830.3","13696.6","14232.1","22078.1","27153.9","27875.8","31135.2","34335.8","38492.5","33463.5","31658.9","50477.9","52830.6","82527.4","110182","247162","266353.3","253095.4","260396"
"Магаданская область","1077.4","1347.8","1785.9","1929.8","1800.5","2358.7","3078.4","3458.5","5288.1","5653.1","6992.7","8946.3","12716.2","19480.2","19155.6","19995.3","14666.4","14139.9","14697.5","22426.4","26967.3","26005.9","25302.9"
"Сахалинская область","4141.6","5056.9","8156.7","17030.5","26549","57702.9","73093.8","80372.2","74916.1","49282.6","55726","77047.7","77259.9","75081.9","71836.5","78574.1","86085.7","69539.5","70895.3","78413","87389.7","95407.1","110184.2"
"Еврейская авт. область","501.1","720.6","951.2","1482.7","2381.6","4301.5","3992.6","6796.4","4273.4","4834","11617.7","12052","9696.4","8967.2","6546","5014.9","4868.7","9968.4","11440.7","10418.9","11580.4","13569.5","16113.3"
"Чукотский авт. округ","153.2","284.7","874.5","1322.4","1506.1","2044.6","1332.8","2200.4","1825.7","1130.6","1548.4","2000.4","2487.7","1162.6","871.8","3224.5","4279.3","3857.2","5772.6","9572.2","8240.4","13061.2","9879.4"
